Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
782,Entry long,2024-01-25 10:45,ORB Long B+ (4c) S:80 H:30 T1:PDH T2:Round,17735.25,4,141882,-400,-0.28,134,0.09,-400,-0.28,45553.5,4.56
783,Exit long,2024-01-29 14:00,L-TP1,17638.75,4,140790,320,0.23,320,0.23,-166,-0.12,45873.5,4.59
783,Entry long,2024-01-29 11:20,ORB Long A+ (4c) S:101 H:30 T1:Round T2:Weekly High,17598.75,4,140790,320,0.23,320,0.23,-166,-0.12,45873.5,4.59
784,Exit long,2024-02-02 09:40,L-TP1,17630.5,4,140688,356,0.25,356,0.25,-302,-0.21,46229.5,4.62
784,Entry long,2024-02-02 08:45,ORB Long A (4c) S:91 H:30 T1:PDH T2:CTF S&R,17586,4,140688,356,0.25,356,0.25,-302,-0.21,46229.5,4.62
785,Exit short,2024-02-05 09:15,S-TP1,17645,2,70758,178,0.25,178,0.25,-73,-0.10,46407.5,4.64
785,Entry short,2024-02-05 08:50,ORB Short C (2c) S:61 H:0 T1:FVG T2:CTF S&R,17689.5,2,70758,178,0.25,178,0.25,-73,-0.10,46407.5,4.64
786,Exit short,2024-02-06 09:00,S-TP1,17648.25,2,70792,199,0.28,199,0.28,-16,-0.02,46606.5,4.66
786,Entry short,2024-02-06 08:45,ORB Short B (2c) S:73 H:0 T1:FVG T2:PDL,17698,2,70792,199,0.28,199,0.28,-16,-0.02,46606.5,4.66
787,Exit long,2024-02-07 15:55,EOD Close,17856,3,106843.5,292.5,0.27,412.5,0.39,-166.5,-0.16,46899,4.69
787,Entry long,2024-02-07 09:10,ORB Long A (3c) S:89 H:30 T1:Round T2:Round,17807.25,3,106843.5,292.5,0.27,412.5,0.39,-166.5,-0.16,46899,4.69
788,Exit long,2024-02-08 15:55,EOD Close,17861,4,142824,64,0.04,348,0.24,-236,-0.17,46963,4.70
788,Entry long,2024-02-08 09:00,ORB Long B+ (4c) S:84 H:30 T1:Round T2:Round,17853,4,142824,64,0.04,348,0.24,-236,-0.17,46963,4.70
789,Exit long,2024-02-14 09:50,L-TP1,17775.25,3,106951.5,-300,-0.28,130.5,0.12,-300,-0.28,46663,4.67
789,Entry long,2024-02-14 09:15,ORB Long B (3c) S:72 H:25 T1:CTF S&R (2x) T2:PDH,17825.25,3,106951.5,-300,-0.28,130.5,0.12,-300,-0.28,46663,4.67
790,Exit short,2024-02-15 12:05,S-TP1,17885.25,2,71301,-240,-0.34,180,0.25,-240,-0.34,46423,4.64
790,Entry short,2024-02-15 08:50,ORB Short B (2c) S:73 H:0 T1:FVG T2:PDL,17825.25,2,71301,-240,-0.34,180,0.25,-240,-0.34,46423,4.64
791,Exit long,2024-02-15 15:55,EOD Close,17954.25,4,143332,302,0.21,416,0.29,-346,-0.24,46725,4.67
791,Entry long,2024-02-15 12:15,ORB Long A (4c) S:89 H:25 T1:Round T2:Weekly High,17916.5,4,143332,302,0.21,416,0.29,-346,-0.24,46725,4.67
792,Exit short,2024-02-16 08:50,S-TP1,17806.25,2,71449,224,0.31,224,0.31,-17,-0.02,46949,4.69
792,Entry short,2024-02-16 08:45,ORB Short C (2c) S:61 H:0 T1:FVG T2:CTF S&R,17862.25,2,71449,224,0.31,224,0.31,-17,-0.02,46949,4.69
793,Exit long,2024-02-22 08:50,L-TP1,17893.5,4,143564,-416,-0.29,198,0.14,-416,-0.29,46533,4.65
793,Entry long,2024-02-22 08:45,ORB Long A (4c) S:89 H:30 T1:Round T2:HTF S&R (48x),17945.5,4,143564,-416,-0.29,198,0.14,-416,-0.29,46533,4.65
794,Exit long,2024-02-22 11:20,L-TP1,17985,4,143376,504,0.35,504,0.35,-206,-0.14,47037,4.70
794,Entry long,2024-02-22 08:55,ORB Long B+ (4c) S:82 H:30 T1:Round T2:HTF S&R (48x),17922,4,143376,504,0.35,504,0.35,-206,-0.14,47037,4.70
795,Exit long,2024-02-26 12:25,L-TP1,18004.25,4,144444,-410,-0.28,34,0.02,-410,-0.28,46627,4.66
795,Entry long,2024-02-26 10:50,ORB Long B+ (4c) S:80 H:30 T1:FVG T2:Weekly High,18055.5,4,144444,-410,-0.28,34,0.02,-410,-0.28,46627,4.66
796,Exit long,2024-02-27 10:25,L-TP1,17977,3,108169.5,-307.5,-0.28,25.5,0.02,-307.5,-0.28,46319.5,4.63
796,Entry long,2024-02-27 09:15,ORB Long B (3c) S:77 H:30 T1:CTF S&R T2:HTF S&R (48x),18028.25,3,108169.5,-307.5,-0.28,25.5,0.02,-307.5,-0.28,46319.5,4.63
797,Exit long,2024-02-28 11:35,L-TP1,17899.5,3,107706,-309,-0.29,144,0.13,-309,-0.29,46010.5,4.60
797,Entry long,2024-02-28 10:00,ORB Long B (3c) S:75 H:25 T1:FVG T2:HTF S&R (48x),17951,3,107706,-309,-0.29,144,0.13,-309,-0.29,46010.5,4.60
798,Exit long,2024-02-28 13:30,L-TP1,17902.25,3,107713.5,-300,-0.28,24,0.02,-300,-0.28,45710.5,4.57
798,Entry long,2024-02-28 12:35,ORB Long B (3c) S:75 H:25 T1:FVG T2:HTF S&R (48x),17952.25,3,107713.5,-300,-0.28,24,0.02,-300,-0.28,45710.5,4.57
799,Exit long,2024-03-01 10:05,L-TP1,18235,4,145380,500,0.34,500,0.34,-226,-0.16,46210.5,4.62
799,Entry long,2024-03-01 09:05,ORB Long A (4c) S:89 H:30 T1:Round T2:Round,18172.5,4,145380,500,0.34,500,0.34,-226,-0.16,46210.5,4.62
800,Exit long,2024-03-06 11:30,L-TP1,18171.5,4,145052,320,0.22,320,0.22,-58,-0.04,46530.5,4.65
800,Entry long,2024-03-06 11:00,ORB Long A (4c) S:89 H:25 T1:CTF S&R T2:PDH,18131.5,4,145052,320,0.22,320,0.22,-58,-0.04,46530.5,4.65
801,Exit long,2024-03-06 12:30,L-TP1,18082,4,145056,-400,-0.28,228,0.16,-400,-0.28,46130.5,4.61
801,Entry long,2024-03-06 11:55,ORB Long A (4c) S:89 H:25 T1:CTF S&R T2:PDH,18132,4,145056,-400,-0.28,228,0.16,-400,-0.28,46130.5,4.61
802,Exit long,2024-03-07 10:20,L-TP1,18285,4,145814,466,0.32,466,0.32,-66,-0.05,46596.5,4.66
802,Entry long,2024-03-07 09:20,ORB Long A (4c) S:91 H:30 T1:Round T2:Weekly High,18226.75,4,145814,466,0.32,466,0.32,-66,-0.05,46596.5,4.66
803,Exit long,2024-03-08 09:30,L-TP1,18435,4,146848,632,0.43,632,0.43,-72,-0.05,47228.5,4.72
803,Entry long,2024-03-08 08:45,ORB Long A+ (4c) S:105 H:30 T1:Round T2:Round,18356,4,146848,632,0.43,632,0.43,-72,-0.05,47228.5,4.72
804,Exit short,2024-03-08 10:25,S-TP1,18193.5,2,73068,294,0.40,294,0.40,-108,-0.15,47522.5,4.75
804,Entry short,2024-03-08 10:05,ORB Short B (2c) S:71 H:0 T1:FVG T2:CTF S&R,18267,2,73068,294,0.40,294,0.40,-108,-0.15,47522.5,4.75
805,Exit long,2024-03-11 10:10,L-TP1,17956,3,108051,-315,-0.29,87,0.08,-315,-0.29,47207.5,4.72
805,Entry long,2024-03-11 09:50,ORB Long B (3c) S:72 H:25 T1:FVG T2:HTF S&R (48x),18008.5,3,108051,-315,-0.29,87,0.08,-315,-0.29,47207.5,4.72
806,Exit long,2024-03-12 09:45,L-TP1,18421.25,3,110139,388.5,0.35,388.5,0.35,-46.5,-0.04,47596,4.76
806,Entry long,2024-03-12 09:20,ORB Long B (3c) S:77 H:30 T1:Weekly High T2:Round,18356.5,3,110139,388.5,0.35,388.5,0.35,-46.5,-0.04,47596,4.76
807,Exit long,2024-03-12 12:20,L-TP1,18397.25,4,146834,344,0.23,344,0.23,-42,-0.03,47940,4.79
807,Entry long,2024-03-12 12:10,ORB Long B+ (4c) S:80 H:30 T1:FVG T2:Weekly High,18354.25,4,146834,344,0.23,344,0.23,-42,-0.03,47940,4.79
808,Exit short,2024-03-13 10:40,S-TP1,18286.5,2,73402,256,0.35,256,0.35,-134,-0.18,48196,4.82
808,Entry short,2024-03-13 08:45,ORB Short C (2c) S:61 H:0 T1:CTF S&R (2x) T2:PDL,18350.5,2,73402,256,0.35,256,0.35,-134,-0.18,48196,4.82
809,Exit long,2024-03-18 10:15,L-TP1,18308,3,110148,-300,-0.27,136.5,0.12,-300,-0.27,47896,4.79
809,Entry long,2024-03-18 09:20,ORB Long B (3c) S:77 H:30 T1:CTF S&R T2:Weekly High,18358,3,110148,-300,-0.27,136.5,0.12,-300,-0.27,47896,4.79
810,Exit short,2024-03-18 15:00,S-TP1,18218.5,2,73053,179,0.25,179,0.25,-192,-0.26,48075,4.81
810,Entry short,2024-03-18 11:50,ORB Short C (2c) S:64 H:0 T1:CTF S&R (2x) T2:CTF S&R,18263.25,2,73053,179,0.25,179,0.25,-192,-0.26,48075,4.81
811,Exit long,2024-03-19 11:20,L-TP1,18196,3,108921,255,0.23,255,0.23,-126,-0.12,48330,4.83
811,Entry long,2024-03-19 10:45,ORB Long B (3c) S:75 H:25 T1:CTF S&R T2:CTF S&R,18153.5,3,108921,255,0.23,255,0.23,-126,-0.12,48330,4.83
812,Exit long,2024-03-20 13:30,L-TP1,18302,3,110169,-357,-0.32,259.5,0.24,-357,-0.32,47973,4.80
812,Entry long,2024-03-20 13:00,ORB Long A+ (3c) S:105 H:30 T1:CTF S&R T2:Weekly High,18361.5,3,110169,-357,-0.32,259.5,0.24,-357,-0.32,47973,4.80
813,Exit long,2024-03-28 12:10,L-TP1,18461,3,111091.5,-325.5,-0.29,144,0.13,-325.5,-0.29,47647.5,4.76
813,Entry long,2024-03-28 08:45,ORB Long A (3c) S:86 H:25 T1:CTF S&R (2x) T2:Weekly High,18515.25,3,111091.5,-325.5,-0.29,144,0.13,-325.5,-0.29,47647.5,4.76
814,Exit long,2024-04-08 10:45,L-TP1,18288.5,3,110040,-309,-0.28,225,0.20,-309,-0.28,47338.5,4.73
814,Entry long,2024-04-08 09:25,ORB Long B (3c) S:72 H:25 T1:Round T2:CTF S&R,18340,3,110040,-309,-0.28,225,0.20,-309,-0.28,47338.5,4.73
815,Exit short,2024-04-11 09:15,S-TP1,18172.75,3,109276.5,240,0.22,240,0.22,-3,0.00,47578.5,4.76
815,Entry short,2024-04-11 09:10,ORB Short B (3c) S:73 H:30 T1:FVG T2:Weekly Low,18212.75,3,109276.5,240,0.22,240,0.22,-3,0.00,47578.5,4.76
816,Exit short,2024-04-15 09:10,S-TP1,18194.75,2,72967,188,0.26,188,0.26,-15,-0.02,47766.5,4.78
816,Entry short,2024-04-15 09:05,ORB Short C (2c) S:61 H:0 T1:FVG T2:Weekly Low,18241.75,2,72967,188,0.26,188,0.26,-15,-0.02,47766.5,4.78
817,Exit long,2024-04-16 09:35,L-TP1,17839,2,71591,-235,-0.33,133,0.19,-235,-0.33,47531.5,4.75
817,Entry long,2024-04-16 08:55,ORB Long C (2c) S:61 H:0 T1:FVG T2:FVG,17897.75,2,71591,-235,-0.33,133,0.19,-235,-0.33,47531.5,4.75
818,Exit short,2024-04-17 09:00,S-TP1,17856.5,3,107430,291,0.27,291,0.27,-61.5,-0.06,47822.5,4.78
818,Entry short,2024-04-17 08:45,ORB Short A (3c) S:91 H:30 T1:CTF S&R T2:PDL,17905,3,107430,291,0.27,291,0.27,-61.5,-0.06,47822.5,4.78
819,Exit short,2024-04-18 15:55,EOD Close,17530,3,105243,63,0.06,213,0.20,-339,-0.32,47885.5,4.79
819,Entry short,2024-04-18 12:20,ORB Short B+ (3c) S:80 H:30 T1:Round T2:HTF S&R (48x),17540.5,3,105243,63,0.06,213,0.20,-339,-0.32,47885.5,4.79
820,Exit long,2024-04-23 09:10,L-TP1,17535,2,69946,194,0.28,194,0.28,-124,-0.18,48079.5,4.81
820,Entry long,2024-04-23 08:45,ORB Long B (2c) S:73 H:0 T1:Round T2:Round,17486.5,2,69946,194,0.28,194,0.28,-124,-0.18,48079.5,4.81
821,Exit short,2024-04-24 10:00,S-TP1,17661.5,3,106261.5,292.5,0.28,292.5,0.28,-49.5,-0.05,48372,4.84
821,Entry short,2024-04-24 09:35,ORB Short A (3c) S:86 H:25 T1:Round T2:CTF S&R,17710.25,3,106261.5,292.5,0.28,292.5,0.28,-49.5,-0.05,48372,4.84
822,Exit long,2024-04-25 09:50,L-TP1,17353,2,69644,-232,-0.33,147,0.21,-232,-0.33,48140,4.81
822,Entry long,2024-04-25 09:10,ORB Long C+ (2c) S:68 H:0 T1:FVG T2:CTF S&R,17411,2,69644,-232,-0.33,147,0.21,-232,-0.33,48140,4.81
823,Exit short,2024-04-30 10:10,S-TP1,17762.25,2,71268,219,0.31,219,0.31,-29,-0.04,48359,4.84
823,Entry short,2024-04-30 10:00,ORB Short B (2c) S:75 H:25 T1:Round T2:CTF S&R (2x),17817,2,71268,219,0.31,219,0.31,-29,-0.04,48359,4.84
824,Exit short,2024-05-01 13:00,S-TP1,17515.25,3,104689.5,-402,-0.38,295.5,0.28,-402,-0.38,47957,4.80
824,Entry short,2024-05-01 09:00,ORB Short B+ (3c) S:84 H:30 T1:HTF S&R (48x) T2:CTF S&R,17448.25,3,104689.5,-402,-0.38,295.5,0.28,-402,-0.38,47957,4.80
825,Exit short,2024-05-02 09:05,S-TP1,17423,3,104955,417,0.40,417,0.40,-210,-0.20,48374,4.84
825,Entry short,2024-05-02 08:45,ORB Short A+ (3c) S:103 H:30 T1:CTF S&R (2x) T2:HTF S&R (48x),17492.5,3,104955,417,0.40,417,0.40,-210,-0.20,48374,4.84
826,Exit short,2024-05-02 09:45,S-TP1,17445.5,3,104973,300,0.29,300,0.29,-69,-0.07,48674,4.87
826,Entry short,2024-05-02 09:35,ORB Short A (3c) S:91 H:30 T1:FVG T2:HTF S&R (48x),17495.5,3,104973,300,0.29,300,0.29,-69,-0.07,48674,4.87
827,Exit short,2024-05-02 10:55,S-TP1,17564.5,4,140116,-400,-0.29,90,0.06,-400,-0.29,48274,4.83
827,Entry short,2024-05-02 10:30,ORB Short A (4c) S:94 H:30 T1:FVG T2:HTF S&R (48x),17514.5,4,140116,-400,-0.29,90,0.06,-400,-0.29,48274,4.83
828,Exit long,2024-05-02 13:50,L-TP1,17661,2,70418,226,0.32,226,0.32,-118,-0.17,48500,4.85
828,Entry long,2024-05-02 12:25,ORB Long C (2c) S:64 H:0 T1:FVG T2:HTF S&R (48x),17604.5,2,70418,226,0.32,226,0.32,-118,-0.17,48500,4.85
829,Exit long,2024-05-08 09:20,L-TP1,18195,4,145240,320,0.22,320,0.22,-72,-0.05,48820,4.88
829,Entry long,2024-05-08 08:45,ORB Long A (4c) S:91 H:30 T1:FVG T2:PDH,18155,4,145240,320,0.22,320,0.22,-72,-0.05,48820,4.88
830,Exit short,2024-05-09 09:00,S-TP1,18166.5,2,72458,-208,-0.29,13,0.02,-208,-0.29,48612,4.86
830,Entry short,2024-05-09 08:45,ORB Short C (2c) S:61 H:0 T1:Round T2:CTF S&R,18114.5,2,72458,-208,-0.29,13,0.02,-208,-0.29,48612,4.86
831,Exit long,2024-05-09 15:55,EOD Close,18220.5,3,109225.5,97.5,0.09,214.5,0.20,-205.5,-0.19,48709.5,4.87
831,Entry long,2024-05-09 09:35,ORB Long B (3c) S:77 H:30 T1:CTF S&R T2:Round,18204.25,3,109225.5,97.5,0.09,214.5,0.20,-205.5,-0.19,48709.5,4.87
832,Exit long,2024-05-10 09:00,L-TP1,18292.25,4,146738,-400,-0.27,22,0.01,-400,-0.27,48309.5,4.83
832,Entry long,2024-05-10 08:45,ORB Long A (4c) S:89 H:30 T1:Round T2:Round,18342.25,4,146738,-400,-0.27,22,0.01,-400,-0.27,48309.5,4.83
833,Exit long,2024-05-14 09:35,L-TP1,18293.75,4,146750,-400,-0.27,222,0.15,-400,-0.27,47909.5,4.79
833,Entry long,2024-05-14 09:20,ORB Long A (4c) S:91 H:30 T1:Round T2:Round,18343.75,4,146750,-400,-0.27,222,0.15,-400,-0.27,47909.5,4.79
834,Exit long,2024-05-14 13:15,L-TP1,18385,3,110035.5,274.5,0.25,274.5,0.25,-247.5,-0.22,48184,4.82
834,Entry long,2024-05-14 09:55,ORB Long B (3c) S:77 H:30 T1:Round T2:Round,18339.25,3,110035.5,274.5,0.25,274.5,0.25,-247.5,-0.22,48184,4.82
835,Exit long,2024-05-20 11:50,L-TP1,18785,4,149942,338,0.23,338,0.23,-114,-0.08,48522,4.85
835,Entry long,2024-05-20 08:50,ORB Long A (4c) S:89 H:30 T1:Round T2:Round,18742.75,4,149942,338,0.23,338,0.23,-114,-0.08,48522,4.85
836,Exit long,2024-05-28 13:20,L-TP1,18887.25,4,151498,-400,-0.26,68,0.04,-400,-0.26,48122,4.81
836,Entry long,2024-05-28 12:30,ORB Long B+ (4c) S:80 H:30 T1:Round T2:Weekly High,18937.25,4,151498,-400,-0.26,68,0.04,-400,-0.26,48122,4.81
837,Exit long,2024-05-29 14:50,L-TP1,18792.5,4,150740,-400,-0.27,300,0.20,-400,-0.27,47722,4.77
837,Entry long,2024-05-29 08:50,ORB Long A+ (4c) S:100 H:25 T1:FVG T2:Weekly High,18842.5,4,150740,-400,-0.27,300,0.20,-400,-0.27,47722,4.77
838,Exit long,2024-06-07 09:45,L-TP1,19097.5,4,152442,338,0.22,338,0.22,-294,-0.19,48060,4.81
838,Entry long,2024-06-07 08:50,ORB Long A+ (4c) S:105 H:30 T1:CTF S&R (2x) T2:Round,19055.25,4,152442,338,0.22,338,0.22,-294,-0.19,48060,4.81
839,Exit long,2024-06-07 11:20,L-TP1,19101.75,4,152494,320,0.21,320,0.21,-66,-0.04,48380,4.84
839,Entry long,2024-06-07 10:20,ORB Long A+ (4c) S:105 H:30 T1:CTF S&R (2x) T2:Round,19061.75,4,152494,320,0.21,320,0.21,-66,-0.04,48380,4.84
840,Exit long,2024-06-10 10:05,L-TP1,19079.25,4,152282,352,0.23,352,0.23,-104,-0.07,48732,4.87
840,Entry long,2024-06-10 09:25,ORB Long A (4c) S:91 H:30 T1:FVG T2:Weekly High,19035.25,4,152282,352,0.23,352,0.23,-104,-0.07,48732,4.87
841,Exit long,2024-06-12 09:25,L-TP1,19535,4,155958,322,0.21,322,0.21,-124,-0.08,49054,4.91
841,Entry long,2024-06-12 08:45,ORB Long A (4c) S:91 H:30 T1:Round T2:Round,19494.75,4,155958,322,0.21,322,0.21,-124,-0.08,49054,4.91
842,Exit short,2024-06-13 09:20,S-TP1,19535.75,2,78345,202,0.26,202,0.26,-49,-0.06,49256,4.93
842,Entry short,2024-06-13 09:10,ORB Short C (2c) S:61 H:0 T1:FVG T2:CTF S&R,19586.25,2,78345,202,0.26,202,0.26,-49,-0.06,49256,4.93
843,Exit long,2024-06-14 10:45,L-TP1,19573,4,156984,-400,-0.25,208,0.13,-400,-0.25,48856,4.89
843,Entry long,2024-06-14 08:45,ORB Long A (4c) S:94 H:30 T1:PDH T2:Round,19623,4,156984,-400,-0.25,208,0.13,-400,-0.25,48856,4.89
844,Exit long,2024-06-14 12:15,L-TP1,19658.5,4,156942,326,0.21,326,0.21,-134,-0.09,49182,4.92
844,Entry long,2024-06-14 10:55,ORB Long A (4c) S:94 H:30 T1:CTF S&R T2:Round,19617.75,4,156942,326,0.21,326,0.21,-134,-0.09,49182,4.92
845,Exit long,2024-06-17 11:20,L-TP1,20035,4,159816,464,0.29,464,0.29,0,0.00,49646,4.96
845,Entry long,2024-06-17 09:55,ORB Long B+ (4c) S:80 H:30 T1:Round T2:Round,19977,4,159816,464,0.29,464,0.29,0,0.00,49646,4.96
846,Exit long,2024-06-21 10:30,L-TP1,19983.75,3,120202.5,-300,-0.25,48,0.04,-300,-0.25,49346,4.93
846,Entry long,2024-06-21 10:15,ORB Long B (3c) S:75 H:25 T1:CTF S&R T2:CTF S&R (2x),20033.75,3,120202.5,-300,-0.25,48,0.04,-300,-0.25,49346,4.93
847,Exit long,2024-06-21 11:50,L-TP1,19994.75,3,120268.5,-300,-0.25,169.5,0.14,-300,-0.25,49046,4.90
847,Entry long,2024-06-21 10:45,ORB Long B (3c) S:75 H:25 T1:Round T2:CTF S&R (2x),20044.75,3,120268.5,-300,-0.25,169.5,0.14,-300,-0.25,49046,4.90
848,Exit long,2024-06-24 09:25,L-TP1,19923.75,4,159808,-418,-0.26,156,0.10,-418,-0.26,48628,4.86
848,Entry long,2024-06-24 09:00,ORB Long B+ (4c) S:84 H:25 T1:CTF S&R (2x) T2:PDH,19976,4,159808,-418,-0.26,156,0.10,-418,-0.26,48628,4.86
849,Exit long,2024-06-25 10:15,L-TP1,19923.75,3,119247,295.5,0.25,295.5,0.25,-127.5,-0.11,48923.5,4.89
849,Entry long,2024-06-25 09:00,ORB Long A+ (3c) S:98 H:25 T1:FVG T2:PDH,19874.5,3,119247,295.5,0.25,295.5,0.25,-127.5,-0.11,48923.5,4.89
850,Exit long,2024-06-27 09:45,L-TP1,20051,3,120664.5,-358.5,-0.30,34.5,0.03,-358.5,-0.30,48565,4.86
850,Entry long,2024-06-27 09:10,ORB Long A (3c) S:89 H:30 T1:Round T2:CTF S&R (2x),20110.75,3,120664.5,-358.5,-0.30,34.5,0.03,-358.5,-0.30,48565,4.86
851,Exit long,2024-06-28 09:00,L-TP1,20185,3,120756,354,0.29,354,0.29,-10.5,-0.01,48919,4.89
851,Entry long,2024-06-28 08:45,ORB Long A+ (3c) S:103 H:30 T1:Round T2:CTF S&R,20126,3,120756,354,0.29,354,0.29,-10.5,-0.01,48919,4.89
852,Exit short,2024-06-28 14:30,S-TP1,19968.25,2,80151,278,0.35,278,0.35,-162,-0.20,49197,4.92
852,Entry short,2024-06-28 11:15,ORB Short C (2c) S:64 H:0 T1:CTF S&R T2:Weekly Low,20037.75,2,80151,278,0.35,278,0.35,-162,-0.20,49197,4.92
853,Exit long,2024-07-01 14:50,L-TP1,20055.5,3,120024,309,0.26,309,0.26,-159,-0.13,49506,4.95
853,Entry long,2024-07-01 11:05,ORB Long A (3c) S:89 H:25 T1:CTF S&R T2:CTF S&R,20004,3,120024,309,0.26,309,0.26,-159,-0.13,49506,4.95
854,Exit long,2024-07-02 10:30,L-TP1,20138.25,2,80362,191,0.24,191,0.24,-117,-0.15,49697,4.97
854,Entry long,2024-07-02 09:35,ORB Long B (2c) S:77 H:30 T1:Round T2:Weekly High,20090.5,2,80362,191,0.24,191,0.24,-117,-0.15,49697,4.97
855,Exit long,2024-07-02 12:00,L-TP1,20135,3,120546,264,0.22,264,0.22,-63,-0.05,49961,5.00
855,Entry long,2024-07-02 11:15,ORB Long B (3c) S:77 H:30 T1:Round T2:Weekly High,20091,3,120546,264,0.22,264,0.22,-63,-0.05,49961,5.00
856,Exit long,2024-07-03 10:10,L-TP1,20335,3,121608,402,0.33,402,0.33,-196.5,-0.16,50363,5.04
856,Entry long,2024-07-03 08:45,ORB Long B+ (3c) S:84 H:30 T1:Round T2:HTF S&R (48x),20268,3,121608,402,0.33,402,0.33,-196.5,-0.16,50363,5.04
857,Exit long,2024-07-05 10:40,L-TP1,20585,3,123084,426,0.35,426,0.35,-310.5,-0.25,50789,5.08
857,Entry long,2024-07-05 08:55,ORB Long A (3c) S:91 H:30 T1:Round T2:Round,20514,3,123084,426,0.35,426,0.35,-310.5,-0.25,50789,5.08
858,Exit short,2024-07-09 10:25,S-TP1,20670,2,82875,195,0.24,195,0.24,-94,-0.11,50984,5.10
858,Entry short,2024-07-09 09:20,ORB Short C+ (2c) S:66 H:0 T1:FVG T2:PDL,20718.75,2,82875,195,0.24,195,0.24,-94,-0.11,50984,5.10
859,Exit long,2024-07-10 09:55,L-TP1,20724.5,4,166196,-400,-0.24,170,0.10,-400,-0.24,50584,5.06
859,Entry long,2024-07-10 08:45,ORB Long A (4c) S:89 H:30 T1:Round T2:Round,20774.5,4,166196,-400,-0.24,170,0.10,-400,-0.24,50584,5.06
860,Exit long,2024-07-10 11:40,L-TP1,20835,4,166154,526,0.32,526,0.32,-54,-0.03,51110,5.11
860,Entry long,2024-07-10 11:00,ORB Long B+ (4c) S:80 H:30 T1:Round T2:Round,20769.25,4,166154,526,0.32,526,0.32,-54,-0.03,51110,5.11
861,Exit short,2024-07-11 09:10,S-TP1,20764,2,83345,289,0.35,289,0.35,-143,-0.17,51399,5.14
861,Entry short,2024-07-11 08:50,ORB Short B (2c) S:75 H:0 T1:FVG T2:PDL,20836.25,2,83345,289,0.35,289,0.35,-143,-0.17,51399,5.14
862,Exit long,2024-07-12 08:55,L-TP1,20535,4,163960,320,0.20,320,0.20,-46,-0.03,51719,5.17
862,Entry long,2024-07-12 08:45,ORB Long A+ (4c) S:100 H:25 T1:Round T2:Weekly High,20495,4,163960,320,0.20,320,0.20,-46,-0.03,51719,5.17
863,Exit long,2024-07-15 09:50,L-TP1,20726,4,165342,466,0.28,466,0.28,-146,-0.09,52185,5.22
863,Entry long,2024-07-15 09:05,ORB Long B+ (4c) S:82 H:30 T1:PDH T2:CTF S&R (2x),20667.75,4,165342,466,0.28,466,0.28,-146,-0.09,52185,5.22
864,Exit long,2024-07-22 08:55,L-TP1,19968,3,120126,-318,-0.26,34.5,0.03,-318,-0.26,51867,5.19
864,Entry long,2024-07-22 08:45,ORB Long B (3c) S:73 H:0 T1:CTF S&R T2:CTF S&R (2x),20021,3,120126,-318,-0.26,34.5,0.03,-318,-0.26,51867,5.19
865,Exit short,2024-07-22 10:30,S-TP1,19809.5,2,79524,286,0.36,286,0.36,-72,-0.09,52153,5.22
865,Entry short,2024-07-22 10:15,ORB Short A (2c) S:91 H:30 T1:FVG T2:CTF S&R,19881,2,79524,286,0.36,286,0.36,-72,-0.09,52153,5.22
866,Exit long,2024-07-22 13:05,L-TP1,20035,2,79941,199,0.25,199,0.25,-65,-0.08,52352,5.24
866,Entry long,2024-07-22 12:05,ORB Long C (2c) S:64 H:0 T1:Round T2:CTF S&R (2x),19985.25,2,79941,199,0.25,199,0.25,-65,-0.08,52352,5.24
867,Exit short,2024-07-24 09:50,S-TP1,19415,2,78049,389,0.50,389,0.50,-45,-0.06,52741,5.27
867,Entry short,2024-07-24 08:55,ORB Short A (2c) S:91 H:30 T1:Round T2:2R ORB,19512.25,2,78049,389,0.50,389,0.50,-45,-0.06,52741,5.27
868,Exit short,2024-07-25 09:00,S-TP1,19015,2,76405,345,0.45,345,0.45,-11,-0.01,53086,5.31
868,Entry short,2024-07-25 08:50,ORB Short A+ (2c) S:105 H:30 T1:Round T2:2R ORB,19101.25,2,76405,345,0.45,345,0.45,-11,-0.01,53086,5.31
869,Exit long,2024-07-25 10:25,L-TP1,19186.5,2,76987,-241,-0.31,131,0.17,-241,-0.31,52845,5.28
869,Entry long,2024-07-25 10:10,ORB Long C (2c) S:64 H:0 T1:Round T2:Round,19246.75,2,76987,-241,-0.31,131,0.17,-241,-0.31,52845,5.28
870,Exit long,2024-07-25 11:10,L-TP1,19288.25,2,76938,215,0.28,215,0.28,-176,-0.23,53060,5.31
870,Entry long,2024-07-25 10:55,ORB Long C (2c) S:64 H:0 T1:Round T2:Round,19234.5,2,76938,215,0.28,215,0.28,-176,-0.23,53060,5.31
871,Exit short,2024-07-26 09:00,S-TP1,19151.5,2,76250,-356,-0.47,8,0.01,-356,-0.47,52704,5.27
871,Entry short,2024-07-26 08:45,ORB Short A (2c) S:89 H:30 T1:FVG T2:PDL,19062.5,2,76250,-356,-0.47,8,0.01,-356,-0.47,52704,5.27
872,Exit short,2024-07-26 09:25,S-TP1,19152,2,76239,-369,-0.48,6,0.01,-369,-0.48,52335,5.23
